,ID1,ID2,Jaccard distance,Levenshtein distance,text1,text2,#text2
0,105,0.8823529411764706,10,John died because he was unable to breathe,John 's inability to inhale air caused him to lose his life,8,12
0,104,0.8666666666666667,8,John died because he was unable to breathe,John 's inability to inhale air caused him to die,8,10
0,103,0.8823529411764706,10,John died because he was unable to breathe,John 's inability to take a breath caused him to become dead,8,12
0,102,0.8823529411764706,10,John died because he was unable to breathe,John 's inability to take a breath caused his life to end,8,12
0,101,0.8888888888888888,11,John died because he was unable to breathe,John 's inability to take a breath caused him to lose his life,8,13
0,100,0.875,9,John died because he was unable to breathe,John 's inability to take a breath caused him to die,8,11
0,99,0.7857142857142857,8,John died because he was unable to breathe,John 's inability to breathe caused him to become dead,8,10
0,98,0.7857142857142857,8,John died because he was unable to breathe,John 's inability to breathe caused his life to end,8,10
0,97,0.8,9,John died because he was unable to breathe,John 's inability to breathe caused him to lose his life,8,11
0,96,0.7692307692307693,7,John died because he was unable to breathe,John 's inability to breathe caused him to die,8,9
0,94,0.8947368421052632,13,John died because he was unable to breathe,Not being able to inhale air caused the end of John 's life,8,13
0,301,0.8888888888888888,11,John died because he was unable to breathe,John 's inability to inhale air resulted in the death of him,8,12
